PC1,PC2,Cluster
-1.6822202617204158,-1.0764506100137863,3
-1.1382949019689848,2.5064766619348773,0
0.9696840148241557,-0.383520300881564,2
-0.8736277302534072,0.04316568230990314,3
-1.5994338416126752,-0.6885805663170053,3
0.25129386301786183,-0.7800666716578545,2
6.352920306738391,-0.6925397377211855,2
0.27710287230389724,-1.2907266863139195,2
-0.44174394871498524,-0.4618464970055892,3
-0.5625094967724343,-0.36635439946935106,1
0.5404928184104946,-1.3129712686658939,2
-0.6847038475717804,-0.7854037798539425,3
1.9802688549271996,-1.3221798535550875,2
1.5605471890510516,-0.8794723698067819,2
-1.5880781128151014,0.2330465421945956,3
0.7903819869524035,1.8469386150651772,0
-2.0971803236078905,0.9554613149482785,3
-0.9563963857381083,-1.5772866336049038,1
0.5003809354152327,-0.09618688928897802,2
0.7834871231418016,0.0496575385091828,2
-0.14255628027309228,-0.06858134646152515,3
5.525256280135043,1.7438163268685996,2
0.41780538254978544,-1.7390034661858411,2
2.802347285879071,3.700247501865247,0
-1.4252938993261655,1.9268004043035014,3
0.16461675640738824,-1.6334270423603239,2
-1.4437287894556052,0.4306555953124644,3
-0.04851394028555245,-1.7735134712530634,2
-0.013248219718281728,4.12938732145437,0
-0.7706007094456275,-0.8660661383255379,3
3.755401998185238,4.297932162504648,0
1.410229788460282,-0.6862282568391844,2
-0.5702001918997105,2.135495240553179,3
0.3746835583610667,-1.4625025345121014,2
2.0112448363649222,1.4148956171247598,2
-1.7603198809467155,-0.18005168214919687,3
-1.4243842123386443,5.476339234655997,0
1.8438404793057603,1.2548647136785296,2
-0.9582301682098769,3.144050743223459,0
0.664757132709738,3.5170834581542594,0
-1.7530712295178101,0.7050402009620519,3
0.44678535963283394,0.6537504239847998,3
-1.1146720680118951,0.3049637477978956,3
-1.813161824836294,0.01237705461818529,3
1.8904376945677985,-0.08329637847113767,2
-0.8791513669406726,-0.09367537543421274,3
-1.7942083972839171,-0.7402844449253939,1
-1.7869617840470573,2.0669765464141214,3
3.546266804053277,-2.0088644785209464,2
-1.0852552921078056,-0.12390796243555824,3
0.359321103534777,7.150101821252892,0
1.5431501198951871,-0.8317423486006787,2
-1.72687381941768,0.47140420199023114,3
0.4711684822042036,-0.10279854911077319,3
-0.7181409718621056,-1.617000809135662,1
-0.4569328155923699,-0.314485563637389,3
-1.1106627722461662,1.3007980433457105,3
4.006994453565527,0.06520804852483417,2
-1.57695962661184,0.8856014726250028,3
-0.48975718160898807,1.6435035361876218,3
-0.9058002831426407,-0.051500041626518236,3
-1.536124080328812,-0.504047037641896,3
-1.6607097307709737,2.184037839850334,3
-1.7918188880666812,-1.2895145978778462,1
2.1479329885019958,-0.1682913937730224,2
-0.3996785224083706,-0.7289680375931898,3
-2.182638817058353,-0.21098031705724182,3
-1.9007295583839423,0.9369337041338284,3
0.5529961722826613,0.2584326207239674,2
-0.38774296800953906,-0.4112008265998691,3
0.39224774809177476,1.0672164801973048,2
4.754031409793996,10.967414266576107,0
-1.6451350585975613,0.3331984664888145,3
-0.530747974182338,-0.7317834715836705,3
-0.6491023021434233,-0.5738091714180701,3
0.7710465790326558,0.16318498906218012,2
1.362482977952819,-0.10864552559981765,2
-0.3280639042944041,-1.2698081393198475,3
-1.6490396592392833,0.19680384911243892,3
0.01525907830137684,3.1102529980416445,0
-0.14708031641359068,-1.3528805938514623,2
-1.8889323067653399,0.5954127890990565,1
-0.39187863658263317,-0.9576262314307398,1
-0.4843319481519943,-2.132765661731885,1
3.9326937572180625,0.32375306073446075,2
2.226281907372045,-0.8561716140654445,2
2.2909135047739415,4.986486041225079,0
3.259333769150254,5.007294919557497,0
-1.2297500792934832,0.505572511223228,3
-1.3773414359447198,3.3257865128665585,0
4.924723060251108,2.168013504787303,2
0.42091642190354267,2.5443645034489912,0
-1.598020078190069,-0.21993415307959935,3
-1.231024503940197,-0.5538737459287042,3
-1.0937998570640488,-0.41194584332420425,3
-1.7800868344298633,-0.1702054367586841,3
0.18942429098674807,-0.509733766461175,3
-1.8081366515385953,1.85795581395783,3
-0.9817583103178235,-1.6677168020269189,1
-2.620498359608638,-0.833058303968683,1
-1.9854170897883652,-1.0864321046224525,1
0.3086842344130732,-2.092977259238089,1
4.22844767777681,0.17641858954338213,2
0.07454025360793437,-2.0525291526414526,1
-1.479873495066204,0.06556364218185316,3
-0.8896120802396027,1.1001299383348597,3
0.5726112115295887,-1.5952411954821066,2
-1.6954492337212173,5.611657129702033,0
-0.3502008914631547,-0.6586423446124661,3
4.996758990961931,5.198622813081286,0
1.2120469579839683,-1.408644800425797,2
-1.5799790577047603,0.5516111976687629,3
3.2182044968469095,1.6813229926610906,2
-1.2662090792676575,2.98737177287766,0
0.9305494987852194,-1.6013609598995515,2
1.2577051457316561,-1.5082106654929737,2
0.826815970191611,-1.3063684491812795,2
-1.8201062612975425,1.0192209443206894,3
-0.7109710874466764,-1.510569049725081,1
-1.7235949304085825,0.9636290455360516,3
6.232471145571797,3.3671814690641044,2
-0.2875298403096567,-0.09593542327857048,3
4.817510683082379,-0.6197073209387473,2
-1.588081352838469,0.69851603720613,3
-0.046570541950764086,5.807542334917008,0
9.504117401555554,0.9176621259812795,2
-2.198013419989203,-0.672460932394421,3
1.1324015059741386,-0.26293301375250333,2
-0.29335988947785974,6.422666932256375,0
-1.7172081016609353,0.41955417042699333,1
-1.108834971030934,-0.7363382019858948,1
1.5049718541474897,-0.09831810008836873,2
-0.8590085543020406,-1.4251398621891354,1
0.2678062027637393,8.099577263331751,0
0.3131615269701074,-1.4550015297134604,2
